#d	pol	a1	sa1		lambda1	sl1		tau1		st1		r	sr
20	90	16.7983	1.36193		676.611	1.79263		0.120684	0.0121789	6.59794	1.47091
30	90	13.9013	1.38271		673.967	2.23498		0.118416	0.0149913	3.39608	1.49928
40	90	28.6244	0.118375	744.763	0.210343	0.125281	0.000852661	5.87913	0.129052
50	90	22.5286	0.113299	778.096	0.489667	0.133224	0.00139068	5.30406	0.121245
60	90	32.608	0.136092	733.409	0.198653	0.0813412	0.000635197	10.1418	0.139624
